planificacion_slug,convocatoria_slug,adjudicacion_slug,precalificacion_slug,convenio_slug,nro_licitacion,nombre_licitacion,tipo_procedimiento,categoria,convocante,_etapa_licitacion,etapa_licitacion,fecha_entrega_oferta,tipo_licitacion,fecha_estimada,fecha_publicacion_convocatoria,geo,
357397-adquisicion-equipos-tecnologicos-1,,,,,357397,Adquisición de equipos tecnológicos,LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de Educación y Ciencias / Poder Ejecutivo,CAN,Anulada o Cancelada,,tradicional,2019-05-31 00:00:00,,,
357398-adquisicion-vasculante-recolector-basura-1,357398-adquisicion-vasculante-recolector-basura-1,,,,357398,Adquisición de Vasculante para Recolector de Basura,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Corpus Christi / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-02-22 09:00:00,tradicional,2019-02-28 00:00:00,2019-02-14 15:50:56,,
357399-adquisicion-equipos-conectividad-incluido-distribucion-instalacion-entrega-tecnica-1,,,,,357399,"Adquisición de equipos de conectividad incluido distribución, instalación y entrega técnica en las instituciones y el servicio de soporte técnico durante tres años",LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de Educación y Ciencias / Poder Ejecutivo,CAN,Anulada o Cancelada,,tradicional,2019-05-31 00:00:00,,,
357401-adquisicion-kits-tecnologicos-incluido-distribucion-instalacion-entrega-tecnica-inst-1,,,,,357401,Adquisición de laboratorios móviles de informática para instituciones educativas,LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de Educación y Ciencias / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-08-31 00:00:00,,,
357402-adquisicion-kits-tecnologicos-incluido-distribucion-instalacion-entrega-tecnica-inst-1,,,,,357402,"Adquisición de kits tecnológicos, incluido distribución, instalación y entrega técnica en las instituciones y el servicio de soporte técnico durante 2 años",LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de Educación y Ciencias / Poder Ejecutivo,CAN,Anulada o Cancelada,,tradicional,2019-03-31 00:00:00,,,
357403-contratacion-servicios-mantenimiento-reparacion-vehiculos-vicepresidencia-republica-1,357403-contratacion-servicios-mantenimiento-reparacion-vehiculos-vicepresidencia-republica-1,357403-contratacion-servicios-mantenimiento-reparacion-vehiculos-vicepresidencia-republica-1,,,357403,Contratación de servicios de mantenimiento y reparación de vehículos de la Vicepresidencia de la República,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Vicepresidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-04-30 10:00:00,tradicional,2019-04-30 00:00:00,2019-04-08 16:23:19,,
357404-adquisicionde-kits-tecnologicos-incluido-distribucion-instalacion-entrega-tecnica-in-1,,,,,357404,"Adquisiciónde kits tecnológicos, incluido distribución, instalación y entrega técnica en las instituciones y el servicio de soporte técnico durante 2 años",LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de Educación y Ciencias / Poder Ejecutivo,CAN,Anulada o Cancelada,,tradicional,2019-04-30 00:00:00,,,
357405-adquisicion-kits-tecnologicos-incluido-distribucion-instalacion-entrega-tecnica-inst-1,,,,,357405,"Adquisición de kits tecnológicos, incluido distribución, instalación y entrega técnica en las instituciones y el servicio de soporte técnico durante 2 años",LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de Educación y Ciencias / Poder Ejecutivo,CAN,Anulada o Cancelada,,tradicional,2019-05-31 00:00:00,,,
357407-adquisicionde-kits-tecnologicos-incluido-distribucion-instalacion-entrega-tecnica-in-1,,,,,357407,"Adquisiciónde kits tecnológicos, incluido distribución, instalación y entrega técnica en las instituciones y el servicio de soporte técnico durante 2 años",CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de Educación y Ciencias / Poder Ejecutivo,CAN,Anulada o Cancelada,,tradicional,2019-05-31 00:00:00,,,
357415-diseno-e-impresion-materiales-1,,,,,357415,Diseño e impresión de materiales,CO - Concurso de Ofertas,7 - Servicios Técnicos,Ministerio de Educación y Ciencias / Poder Ejecutivo,CAN,Anulada o Cancelada,,tradicional,2019-05-31 00:00:00,,,
357418-adquisicion-guillotinas-1,,,,,357418,Adquisición de Guillotinas ,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Administración Nacional de Electricidad / Empresas Públicas,PLAN,Planificada,,tradicional,2019-04-30 00:00:00,,,
357422-adquisicion-tractor-jardin-1,357422-adquisicion-tractor-jardin-1,,,,357422,Adquisicion de Tractor de Jardin,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Corpus Christi / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-02-25 08:00:00,tradicional,2019-02-28 00:00:00,2019-02-14 15:51:35,,
357423-servicio-reproduccion-examenes-ad-referendum-1,357423-servicio-reproduccion-examenes-ad-referendum-1,,,,357423,SERVICIO DE REPRODUCCIÓN DE EXÁMENES - AD REFERÉNDUM ,CD - Contratación Directa,7 - Servicios Técnicos,Consejo de la Magistratura / Poder Judicial,EVAL,En Evaluacion (Cerrada),2019-03-07 09:00:00,tradicional,2019-02-28 00:00:00,2019-02-27 10:04:17,,
357437-mantenimiento-reparacion-impresoras-fotocopiadoras-ad-referendum-1,357437-mantenimiento-reparacion-impresoras-fotocopiadoras-ad-referendum-1,357437-mantenimiento-reparacion-impresoras-fotocopiadoras-ad-referendum-1,,,357437,MANTENIMIENTO Y REPARACION DE IMPRESORAS Y FOTOCOPIADORAS - AD REFERENDUM,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio del Interior / Poder Ejecutivo,ADJ,Adjudicada,2019-03-29 08:00:00,tradicional,2019-02-28 00:00:00,2019-02-27 11:48:37,,
357443-adquisicion-desmalezadora-1,357443-adquisicion-desmalezadora-1,,,,357443,Adquisición de Desmalezadora,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Corpus Christi / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-02-26 08:00:00,tradicional,2019-03-31 00:00:00,2019-02-14 15:52:10,,
357451-servicio-limpieza-1,357451-servicio-limpieza-3,357451-servicio-limpieza-1,357451-servicio-limpieza-1,,,357451,SERVICIO DE LIMPIEZA,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Comisión Nacional de Valores / Entes Autónomos y Autárquicos,ADJ,Adjudicada,2019-06-21 10:00:00,tradicional,2019-06-30 00:00:00,2019-06-13 11:32:06,
357458-reparacion-mantenimiento-ups-1,,,,,357458,REPARACIÓN Y MANTENIMIENTO DE UPS,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Comisión Nacional de Valores / Entes Autónomos y Autárquicos,PLAN,Planificada,,tradicional,2019-02-28 00:00:00,,,
357463-adquisicion-servidores-agencias-regionales-1,357463-lp1519-19-adquisicion-servidor-risc-procesos-corporativos-1,,,,357463,Lp1519-19.Adquisición de Servidor RISC para Procesos Corporativos.,LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Administración Nacional de Electricidad / Empresas Públicas,CONV,En Convocatoria (Abierta),2019-10-08 09:00:00,tradicional,2019-08-31 00:00:00,2019-09-09 17:07:11,,
357464-adquisicion-equipos-informaticos-huellero-digital-1,357464-adquisicion-equipos-informaticos-huellero-digital-telefonos-ip-1,,,,357464,"ADQUISICION DE EQUIPOS INFORMATICOS, HUELLERO DIGITAL Y TELEFONOS IP",LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Direccion Nacional de Aduanas / Entes Autónomos y Autárquicos,EVAL,En Evaluacion (Cerrada),2019-08-23 09:00:00,tradicional,2019-07-31 00:00:00,2019-07-23 11:14:55,,
357465-adquisicion-equipos-informaticos-1,357465-lp1508-19-adquisicion-equipos-informaticos-1,,,,357465,Lp1508-19.Adquisición de Equipos Informáticos ,LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Administración Nacional de Electricidad / Empresas Públicas,EVAL,En Evaluacion (Cerrada),2019-08-26 09:00:00,tradicional,2019-06-30 00:00:00,2019-07-09 15:43:13,,
357468-adquisicion-equipos-herramientas-1,,,,,357468,ADQUISICION DE EQUIPOS Y HERRAMIENTAS,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Direccion Nacional de Aduanas / Entes Autónomos y Autárquicos,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
357472-adquisicion-equipos-sistemas-control-1,357472-lp1529-19-adquisicion-equipos-redes-sistemas-control-1,,,,357472,Lp1529-19 Adquisición de Equipos de Redes para Sistemas de Control,LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Administración Nacional de Electricidad / Empresas Públicas,CONV,En Convocatoria (Abierta),2019-10-18 09:00:00,tradicional,2019-07-31 00:00:00,2019-09-26 17:14:48,,
357485-adquisicion-certificados-servicios-ambientales-obras-actividades-alto-impacto-ambien-1,357485-lco1048-adquisicion-certificados-servicios-ambientales-obras-actividades-alto-impact-1,,,,357485,Lco1048_Adquisición de Certificados de Servicios Ambientales para Obras y Actividades de Alto Impacto Ambiental de la ANDE,CO - Concurso de Ofertas,7 - Servicios Técnicos,Administración Nacional de Electricidad / Empresas Públicas,CONV,En Convocatoria (Abierta),2019-10-18 08:30:00,tradicional,2019-06-30 00:00:00,2019-09-19 14:35:31,,
357491-servicio-mantenimiento-reparacion-vehiculos-oficiales-pgr-1,357491-servicio-mantenimiento-reparacion-vehiculos-oficiales-pgr-1,357491-servicio-mantenimiento-reparacion-vehiculos-oficiales-pgr-1,,,357491,Servicio de mantenimiento y reparación de vehículos oficiales de la PGR,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Procuraduria General de la Republica / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-06-03 09:00:00,tradicional,2019-04-30 00:00:00,2019-05-20 14:57:26,,
357508-servicio-escribania-1,,,,,357508,Servicio de Escribanía,CD - Contratación Directa,7 - Servicios Técnicos,Administración Nacional de Electricidad / Empresas Públicas,PLAN,Planificada,,tradicional,2019-09-30 00:00:00,,,
357509-servicio-observaciones-hidrometeorologicas-1,357509-cd-6388-servicio-observaciones-hidrometeorologicas-1,,,,357509,Cd_6388.Servicio de Observaciones Hidrometeorológicas,CD - Contratación Directa,7 - Servicios Técnicos,Administración Nacional de Electricidad / Empresas Públicas,DES,Desierta,2019-07-15 09:55:00,tradicional,2019-09-30 00:00:00,2019-06-27 17:11:04,,
357510-servicio-excavacion-relleno-tramo-subterraneo-lineas-transmision-1,,,,,357510,Servicio de Excavación y Relleno de Tramo Subterráneo de Líneas de Transmisión,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Administración Nacional de Electricidad / Empresas Públicas,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
357512-servicio-sala-maternal-guarderia-infantil-1,357512-lp1500-19-contratacion-servicios-profesionales-sala-maternal-guarderia-infantil-ande-1,,,,357512,"Lp1500-19.Contratación de Servicios Profesionales para Sala Maternal y Guardería Infantil de la ANDE, bajo la modalidad de Contrato Abierto.",LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Administración Nacional de Electricidad / Empresas Públicas,EVAL,En Evaluacion (Cerrada),2019-09-26 09:00:00,tradicional,2019-08-31 00:00:00,2019-09-02 09:07:17,,
357519-servicio-comunicacion-gprs-sistema-telemedicion-1,357519-lco1049-servicio-comunicacion-gprs-sistema-telemedicion-1,,,,357519,lco1049_Servicio de Comunicación GPRS para Sistema de Telemedición,CO - Concurso de Ofertas,7 - Servicios Técnicos,Administración Nacional de Electricidad / Empresas Públicas,EVAL,En Evaluacion (Cerrada),2019-09-02 08:30:00,tradicional,2019-06-30 00:00:00,2019-08-12 14:50:57,,
357520-servicio-monitoreo-escalamiento-informatico-1,,,,,357520,Servicio de Monitoreo y Escalamiento Informático,CO - Concurso de Ofertas,7 - Servicios Técnicos,Administración Nacional de Electricidad / Empresas Públicas,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
357521-servicio-impresion-facturas-ensobrado-1,357521-lp1488-19-servicio-impresion-facturas-ensobrado-1,357521-lp1488-19-servicio-impresion-facturas-ensobrado-1,,,357521,Lp1488-19.Servicio de Impresión de Facturas y Ensobrado,LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Administración Nacional de Electricidad / Empresas Públicas,ADJ,Adjudicada,2019-04-15 09:00:00,tradicional,2019-02-28 00:00:00,2019-03-06 18:18:48,,
357525-servicio-capacitacion-area-desarrollo-proyectos-subestaciones-lineas-transmision-1,,,,,357525,Servicio de Capacitación en el Área de Desarrollo de Proyectos de Subestaciones y Líneas de Transmisión,LPI - Licitación Pública Internacional,7 - Servicios Técnicos,Administración Nacional de Electricidad / Empresas Públicas,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,,
357528-servicios-profesionales-desarrollo-e-implementacion-software-informatico-monitoreo-1,,,,,357528,Servicios Profesionales para el Desarrollo e Implementación de Software Informático para el Monitoreo de Ejecución de Proyectos de Inversión,CD - Contratación Directa,7 - Servicios Técnicos,Administración Nacional de Electricidad / Empresas Públicas,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,,
357529-adquisicion-equipos-informaticos-annp-1,,,,,357529,ADQUISICIÓN DE EQUIPOS INFORMÁTICOS PARA LA ANNP,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Administración Nacional de Navegación y Puertos  / Empresas Públicas,CAN,Anulada o Cancelada,,tradicional,2019-02-28 00:00:00,,,
357532-contratacion-servicios-mantenimiento-re-adecuacion-edificio-1,357532-contratacion-servicios-mantenimiento-re-adecuacion-edificio-1,357532-contratacion-servicios-mantenimiento-re-adecuacion-edificio-1,,,357532,Contratación de Servicios de Mantenimiento y Re adecuación de Edificio,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Auditoria General del Poder Ejecutivo / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-05-06 09:00:00,tradicional,2019-05-31 00:00:00,2019-04-29 16:50:31,,
357533-contratacion-servicio-mantenimiento-reparacion-acondicionadores-aire-1,357533-contratacion-servicio-mantenimiento-reparacion-acondicionadores-aire-1,357533-contratacion-servicio-mantenimiento-reparacion-acondicionadores-aire-1,,,357533,Contratación de Servicio de Mantenimiento y Reparación de Acondicionadores de Aire,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Auditoria General del Poder Ejecutivo / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-09-02 09:00:00,tradicional,2019-05-31 00:00:00,2019-08-27 16:49:54,,
357534-contratacion-servicio-mantenimiento-reparacion-equipos-informaticos-1,,,,,357534,Contratación de Servicio de Mantenimiento y Reparación de Equipos Informáticos,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Auditoria General del Poder Ejecutivo / Presidencia de la República / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-09-30 00:00:00,,,
357535-contratacion-servicio-diseno-desarrollo-sistema-procesamiento-datos-programas-comput-1,,,,,357535,"Contratación de servicio de diseño, desarrollo de sistema, procesamiento de datos, programas computacionales",CD - Contratación Directa,7 - Servicios Técnicos,Auditoria General del Poder Ejecutivo / Presidencia de la República / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,,
357544-adquisicion-equipos-medicion-topografica-gps-geodesico-otros-1,,,,,357544,Adquisición de Equipos de Medición Topográfica-GPS Geodésico y Otros ,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Administración Nacional de Electricidad / Empresas Públicas,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,,
357545-adquisicion-equipos-audiovisuales-multimedios-1,,,,,357545,Adquisición de Equipos Audiovisuales Multimedios ,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Administración Nacional de Electricidad / Empresas Públicas,PLAN,Planificada,,tradicional,2019-02-28 00:00:00,,,
