,planificacion_slug,convocatoria_slug,adjudicacion_slug,precalificacion_slug,convenio_slug,nro_licitacion,nombre_licitacion,tipo_procedimiento,categoria,convocante,_etapa_licitacion,etapa_licitacion,fecha_entrega_oferta,tipo_licitacion,fecha_estimada,fecha_publicacion_convocatoria,geo
1565,360215-servicio-acunacion-provision-monedas-1,360215-servicio-acunacion-provision-monedas-1,360215-servicio-acunacion-provision-monedas-1,,,360215,SERVICIO DE ACUÑACIÓN Y PROVISIÓN DE MONEDAS,LPI - Licitación Pública Internacional,7 - Servicios Técnicos,Banco Central del Paraguay / Banca Central del Estado,ADJ,Adjudicada,2019-05-22 10:00:00,tradicional,2019-04-30 00:00:00,2019-03-28 16:55:51,
1566,360217-adquisicion-equipos-educativos-facultad-ciencias-medicas-1,360217-adquisicion-equipos-educativos-facultad-ciencias-medicas-1,360217-adquisicion-equipos-educativos-facultad-ciencias-medicas-1,,,360217,ADQUISICIÓN DE EQUIPOS EDUCATIVOS PARA LA FACULTAD DE CIENCIAS MÉDICAS,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales,ADJ,Adjudicada,2019-05-16 10:00:00,tradicional,2019-05-31 00:00:00,2019-05-07 09:29:50,
1567,360218-adquisicion-accesorios-repuestos-equipos-informaticos-ips-1,360218-cd-sbe-04-19-adquisicion-accesorios-repuestos-equipos-informaticos-ips-1,360218-cd-sbe-04-19-adquisicion-accesorios-repuestos-equipos-informaticos-ips-1,,,360218,CD SBE 04-19 ADQUISICION DE ACCESORIOS Y REPUESTOS PARA EQUIPOS INFORMATICOS DEL IPS,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Instituto de Previsión Social / Entidades Públicas de Seguridad Social,ADJ,Adjudicada,2019-07-19 08:00:00,tradicional,2019-05-31 00:00:00,2019-06-14 10:20:27,
1568,360225-servicio-mantenimiento-reparacion-vehiculos-circunscripcion-judicial-1,360225-servicio-mantenimiento-reparacion-vehiculos-circunscripcion-judicial-1,360225-servicio-mantenimiento-reparacion-vehiculos-circunscripcion-judicial-1,,,360225,SERVICIO DE MANTENIMIENTO Y REPARACION DE VEHICULOS DE LA CIRCUNSCRIPCION JUDICIAL,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Circunscripción Judicial del Dpto. Alto Paraguay / Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-06-03 08:00:00,tradicional,2019-04-30 00:00:00,2019-05-13 11:29:11,
1569,360231-adquisicion-camaras-fotograficas-proyectores-filmadoras-1,360231-adquisicion-sistema-vigilancia-monitoreo-camaras-seguridad-filmadora-digital-proyect-1,,,,360231,"ADQUISICIÓN DE SISTEMA DE VIGILANCIA, MONITOREO - CÁMARAS DE SEGURIDAD, FILMADORA DIGITAL Y PROYECTORES",CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de Defensa Nacional / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-11-13 07:30:00,tradicional,2019-10-31 00:00:00,2019-11-07 07:45:34,
1570,360232-servicio-hoteleria-facultad-ciencias-medicas-filial-santa-rosa-aguaray-1,360232-reparacion-equipos-biomedicos-servicio-urologia-pqc-hospital-clinicas-1,360232-reparacion-equipos-biomedicos-servicio-urologia-pqc-hospital-clinicas-1,,,360232,REPARACION DE EQUIPOS BIOMEDICOS DEL SERVICIO DE UROLOGIA Y PQC DEL HOSPITAL DE CLINICAS,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales,ADJ,Adjudicada,2019-06-14 10:00:00,tradicional,2019-06-30 00:00:00,2019-06-06 16:20:12,
1571,360233-adquisicion-equipos-informaticos-1,,,,,360233,ADQUISICIÓN DE EQUIPOS INFORMÁTICOS,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de Educación y Ciencias / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-09-30 00:00:00,,
1572,360236-adquisicion-motoniveladora-usado-plurianual-municipalidad-1,360236-adquisicion-motoniveladora-usado-plurianual-municipalidad-1,,,,360236,Adquisición de Motoniveladora (Usado - Plurianual) para la Municipalidad,LPN - Licitación Pública Nacional,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de San Vicente Pancholo / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-04-15 08:00:00,tradicional,2019-03-31 00:00:00,2019-03-22 11:56:43,
1573,360238-adquisicion-servicios-reparacion-mentenimiento-vehiculos-maquinarias-municipalidad-1,360238-adquisicion-servicios-reparacion-mentenimiento-vehiculos-maquinarias-municipalidad-1,360238-adquisicion-servicios-reparacion-mentenimiento-vehiculos-maquinarias-municipalidad-1,,,360238,ADQUISICION DE SERVICIOS DE REPARACION Y MENTENIMIENTO DE VEHICULOS Y MAQUINARIAS DE LA MUNICIPALIDAD DE JOSE DOMINGO OCAMPOS,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de José Domingo Ocampos / Municipalidades,ADJ,Adjudicada,2019-03-26 07:10:00,tradicional,2019-02-28 00:00:00,2019-03-16 10:50:20,
1574,360241-contratacion-derechos-bienes-intangibles-1,360241-lpn-23-2019-contratacion-derechos-bienes-intangibles-1,360241-lpn-23-2019-contratacion-derechos-bienes-intangibles-1,,,360241,LPN 23/2019 - CONTRATACIÓN DE DERECHOS DE BIENES INTANGIBLES,LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Banco Central del Paraguay / Banca Central del Estado,ADJ,Adjudicada,2019-06-04 10:00:00,tradicional,2019-06-30 00:00:00,2019-05-10 16:43:43,
1575,360243-adquisicion-niveladora-arrastre-tractor-agricola-1,360243-adquisicion-niveladora-arrastre-tractor-agricola-1,360243-adquisicion-niveladora-arrastre-tractor-agricola-1,,,360243,ADQUISICION DE NIVELADORA DE ARRASTRE PARA TRACTOR AGRICOLA,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de José Domingo Ocampos / Municipalidades,ADJ,Adjudicada,2019-03-27 07:10:00,tradicional,2019-02-28 00:00:00,2019-03-21 11:31:24,
1576,360245-adquisicion-equipos-oficina-vigilancia-monitoreo-audiovisuales-1,360245-adquisicion-equipos-oficina-vigilancia-monitoreo-audiovisuales-1,360245-adquisicion-equipos-oficina-vigilancia-monitoreo-audiovisuales-1,,,360245,ADQUISICION DE EQUIPOS DE OFICINA - VIGILANCIA - MONITOREO - AUDIOVISUALES ,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de Ayolas / Municipalidades,ADJ,Adjudicada,2019-03-19 07:30:00,tradicional,2019-02-28 00:00:00,2019-03-07 15:42:57,
1577,360251-contratacion-servicios-internet-sedes-juzgados-puerto-casado-fuerte-olimpo-plurianua-1,360251-contratacion-servicios-internet-sedes-juzgados-puerto-casado-fuerte-olimpo-plurianua-1,360251-contratacion-servicios-internet-sedes-juzgados-puerto-casado-fuerte-olimpo-plurianua-1,,,360251,CONTRATACION DE SERVICIOS DE INTERNET PARA LAS SEDES DE LOS JUZGADOS DE PUERTO CASADO Y FUERTE OLIMPO - PLURIANUAL,CD - Contratación Directa,7 - Servicios Técnicos,Circunscripción Judicial del Dpto. Alto Paraguay / Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-05-10 08:00:00,tradicional,2019-03-31 00:00:00,2019-04-29 14:56:37,
1578,360257-servicio-mantenimiento-reparacion-sedes-juzgados-paz-puerto-casado-bahia-negra-1,360257-servicio-mantenimiento-reparacion-sedes-juzgados-paz-alto-paraguay-contrato-abierto-1,360257-servicio-mantenimiento-reparacion-sedes-juzgados-paz-alto-paraguay-contrato-abierto-1,,,360257,"SERVICIO DE MANTENIMIENTO Y REPARACION DE LAS SEDES DE LOS JUZGADOS DE PAZ DE ALTO PARAGUAY, CONTRATO ABIERTO.",CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Circunscripción Judicial del Dpto. Alto Paraguay / Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-06-13 08:00:00,tradicional,2019-04-30 00:00:00,2019-06-04 16:31:40,
1579,360260-contratacion-leasing-equipos-informaticos-comunicacion-vpn-bcp-1,360260-lco-24-2019-contratacion-servicio-enlace-vpn-bcp-1,,,,360260,LCO 24/2019 - CONTRATACIÓN DEL SERVICIO DE ENLACE VPN PARA EL BCP.,CO - Concurso de Ofertas,7 - Servicios Técnicos,Banco Central del Paraguay / Banca Central del Estado,DES,Desierta,2019-09-23 10:00:00,tradicional,2019-08-31 00:00:00,2019-09-02 16:23:33,
1580,360262-adquisicion-equipos-informaticos-1,360262-adquisicion-equipos-informaticos-1,360262-adquisicion-equipos-informaticos-1,,,360262,adquisicion de equipos informaticos,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento","Instituto Nacional de Tecnología, Normalización y Metrologia / Entes Autónomos y Autárquicos",ADJ,Adjudicada,2019-05-29 08:00:00,tradicional,2019-03-31 00:00:00,2019-04-15 14:34:37,
1581,360267-servicio-copias-respaldo-almacenamiento-backup-corporativo-1,,,,,360267,SERVICIO DE COPIAS DE RESPALDO Y ALMACENAMIENTO (BACKUP CORPORATIVO).,LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Banco Central del Paraguay / Banca Central del Estado,PLAN,Planificada,,tradicional,2019-12-31 00:00:00,,
1582,360278-adquisicion-equipos-informaticos-1,360278-lpn-26-2019-adquisicion-equipos-informaticos-equipos-aire-uso-continuo-1,,,,360278,LPN 26/2019-ADQUISICIÓN DE EQUIPOS INFORMÁTICOS Y EQUIPOS DE AIRE DE USO CONTINUO,LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Banco Central del Paraguay / Banca Central del Estado,CONV,En Convocatoria (Abierta),2019-11-22 10:00:00,tradicional,2019-08-31 00:00:00,2019-10-28 09:23:43,
1583,360279-servicio-conexion-contingencia-red-swift-1,360279-cd-n-6pm-2019-servicio-conexion-contingencia-red-swift-bcp-1,360279-cd-n-6pm-2019-servicio-conexion-contingencia-red-swift-bcp-1,,,360279,CD N° 6PM/2019 - SERVICIO DE CONEXIÓN DE CONTINGENCIA A LA RED SWIFT PARA EL BCP,CD - Contratación Directa,7 - Servicios Técnicos,Banco Central del Paraguay / Banca Central del Estado,ADJ,Adjudicada,2019-05-07 10:00:00,tradicional,2019-09-30 00:00:00,2019-04-15 07:38:12,
1584,360282-mantenimiento-preventivo-correctivo-sistema-climatizacion-palacio-justicia-asuncion-1,"360282-mantenimiento-preventivo-correctivo-sistema-climatizacion-palacio-justicia-asuncion-3,360282-mantenimiento-preventivo-correctivo-sistema-climatizacion-palacio-justicia-asuncion-1",,,,360282,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL SISTEMA DE CLIMATIZACION DEL PALACIO DE JUSTICIA DE ASUNCION - (PISOS 4, 5, 6, 7, 8, 9, 10 Y 11) DE LA TORRE NORTE - CONTRATO ABIERTO - PLURIANUAL - SBE - SEGUNDO LLAMADO",CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Corte Suprema de Justicia / Poder Judicial,EVAL,En Evaluacion (Cerrada),2019-11-15 08:00:00,tradicional,2019-09-30 00:00:00,2019-10-28 11:25:34,
1585,360284-contratacion-servicio-implementacion-sistema-registro-control-expedicion-tarjetas-id-1,360284-contratacion-servicio-implementacion-sistema-registro-control-expedicion-tarjetas-id-1,,,,360284,"CONTRATACIÓN DEL SERVICIO DE IMPLEMENTACIÓN DEL SISTEMA PARA EL REGISTRO, CONTROL Y EXPEDICIÓN DE TARJETAS DE IDENTIFICACIÓN PARA AUXILIARES DE JUSTICIA CON SISTEMA DE CODIFICACIÓN QR - CONTRATO ABIERTO - PLURIANUAL - S.B.E.",LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Corte Suprema de Justicia / Poder Judicial,CONV,En Convocatoria (Abierta),2019-11-22 08:00:00,tradicional,2019-07-31 00:00:00,2019-09-17 15:05:02,
1586,360288-servicio-revelado-copiado-peliculas-originales-impresion-offset-positivo-contrato-ab-1,360288-servicio-revelado-copiado-peliculas-originales-impresion-offset-positivo-contrato-ab-1,,,,360288,SERVICIO DE REVELADO Y COPIADO DE PELÍCULAS PARA ORIGINALES DE IMPRESIÓN OFFSET POSITIVO - CONTRATO ABIERTO - PLURIANUAL - AD REFERÉNDUM,CD - Contratación Directa,7 - Servicios Técnicos,Corte Suprema de Justicia / Poder Judicial,DES,Desierta,2019-07-29 11:15:00,tradicional,2019-03-31 00:00:00,2019-04-30 11:14:49,
1587,360289-mantenimiento-edificio-facultad-ciencias-sociales-una-1,,,,,360289,Mantenimiento de Edificio de la Facultad de Ciencias Sociales UNA,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Instituto de Trabajo Social / Universidad Nacional de Asunción / Universidades Nacionales,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,
1588,360290-contratacion-servicio-implementacion-mantenimiento-chatbot-whatsapp-1,360290-lpn-sbe-32-19-contratacion-servicio-implementacion-mantenimiento-chatbot-whatsapp-1,,,,360290,LPN SBE 32-19 CONTRATACION DE SERVICIO DE IMPLEMENTACION Y MANTENIMIENTO DE CHATBOT PARA WHATSAPP,LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Instituto de Previsión Social / Entidades Públicas de Seguridad Social,CONV,En Convocatoria (Abierta),2019-11-25 08:00:00,tradicional,2019-03-31 00:00:00,2019-06-18 16:23:37,
1589,360291-adquisicion-herramientas-menores-1,360291-adquisicion-computadoras-ups-e-impresoras-facultad-ciencias-sociales-una-1,,,,360291,"Adquisición de Computadoras, UPS e Impresoras para la Facultad de Ciencias Sociales de la UNA",CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Instituto de Trabajo Social / Universidad Nacional de Asunción / Universidades Nacionales,EVAL,En Evaluacion (Cerrada),2019-11-01 15:00:00,tradicional,2019-06-30 00:00:00,2019-10-18 08:52:22,
1590,360292-adquisicion-escaner-1,360292-adquisicion-escaner-ad-referendum-1,360292-adquisicion-escaner-ad-referendum-1,,,360292,ADQUISICION DE ESCANER - AD REFERÉNDUM,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-05-17 11:15:00,tradicional,2019-05-31 00:00:00,2019-05-03 10:56:38,
1591,360293-actualizacion-elementos-central-ngn-internacional-1,,,,,360293,ACTUALIZACIÓN DE ELEMENTOS DE LA CENTRAL NGN INTERNACIONAL,LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-08-31 00:00:00,,
1592,360295-adquisicion-baterias-12-v-100-ah-shelter-selladas-electrolitos-absorbido-valvulas-an-1,,,,,360295,"ADQUISICIÓN DE BATERÍAS DE 12 V/100 AH, PARA SHELTER, SELLADAS DE ELECTROLITOS ABSORBIDO CON VÁLVULAS ANTIEXPLOSIVAS",CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-08-31 00:00:00,,
1593,360296-mantenimiento-estantes-metalicos-contrato-abierto-plurianual-1,"360296-mantenimiento-estantes-metalicos-contrato-abierto-plurianual-segundo-llamado-3,360296-mantenimiento-estantes-metalicos-contrato-abierto-plurianual-1",360296-mantenimiento-estantes-metalicos-contrato-abierto-plurianual-segundo-llamado-1,,,360296,MANTENIMIENTO DE ESTANTES METÁLICOS - CONTRATO ABIERTO - PLURIANUAL- SEGUNDO LLAMADO,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-10-01 09:15:00,tradicional,2019-07-31 00:00:00,2019-09-18 09:35:12,
1594,360297-servicio-impresiones-eventos-institucionales-capacitacion-bcp-1,360297-cd-79-2019-servicio-impresiones-eventos-institucionales-capacitacion-bcp-1,360297-cd-79-2019-servicio-impresiones-eventos-institucionales-capacitacion-bcp-1,,,360297,CD 79/2019-SERVICIO DE IMPRESIONES PARA EVENTOS INSTITUCIONALES Y DE CAPACITACIÓN DEL BCP,CD - Contratación Directa,7 - Servicios Técnicos,Banco Central del Paraguay / Banca Central del Estado,ADJ,Adjudicada,2019-09-30 10:00:00,tradicional,2019-10-31 00:00:00,2019-09-19 17:52:39,
1595,360298-mantenimiento-preventivo-correctivo-equipos-informaticos-contrato-abierto-plurianual-1,360298-mantenimiento-preventivo-correctivo-equipos-informaticos-contrato-abierto-plurianual-1,360298-mantenimiento-preventivo-correctivo-equipos-informaticos-contrato-abierto-plurianual-1,,,360298,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS INFORMÁTICOS - CONTRATO ABIERTO - PLURIANUAL - AD REFERÉNDUM,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-08-22 09:15:00,tradicional,2019-08-31 00:00:00,2019-07-29 15:43:04,
1596,360301-servicio-clasificacion-ordenamiento-inventario-traslado-expurgue-documentos-fuera-us-1,,,,,360301,"SERVICIO DE CLASIFICACIÓN, ORDENAMIENTO, INVENTARIO, TRASLADO Y EXPURGUE DE DOCUMENTOS FUERA DE USO",CD - Contratación Directa,7 - Servicios Técnicos,Banco Central del Paraguay / Banca Central del Estado,PLAN,Planificada,,tradicional,2019-04-30 00:00:00,,
1597,360302-adquisicion-equipos-oficina-1,360302-adquisicion-equipos-oficina-ad-referendum-1,360302-adquisicion-equipos-oficina-ad-referendum-1,,,360302,ADQUISICION DE EQUIPOS DE OFICINA - AD REFERÉNDUM,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-09-04 11:15:00,tradicional,2019-07-31 00:00:00,2019-07-17 16:04:05,
1598,360303-adquisicion-baterias-nodos-radiobases-red-gsm-umts-lte-1,,,,,360303,ADQUISICIÓN DE BATERÍAS NODOS/RADIOBASES DE LA RED GSM/UMTS/LTE,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,
1599,360306-adquisicion-licencias-softwares-1,360306-lco-27-2019-adquisicion-licencias-informaticas-1,,,,360306,LCO 27/2019-ADQUISICIÓN DE LICENCIAS INFORMATICAS,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Banco Central del Paraguay / Banca Central del Estado,EVAL,En Evaluacion (Cerrada),2019-10-25 10:00:00,tradicional,2019-09-30 00:00:00,2019-10-09 11:07:51,
